,Baseline,Markovian,NonMarkovian,NoReward,PPO,Unnorm,EI,EMA,Qwen3
wiki_continuation,0.0,-3.311279296875,-2.89111328125,-2.646728515625,0.0,-2.700927734375,-2.2880859375,0.0,-3.011474609375
